age,job,marital,education,credit_in_default,housing_loan,personal_loan,last_contact_type,last_contact_month,last_contact_day,last_contact_duration,n_contacts_this_campaign,n_contacts_prev_campaign,prev_campaign_outcome,registered,location
52.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,748.0,3,0,nonexistent,yes,Caniço
28.0,entrepreneur,married,unknown,no,no,no,telephone,may,mon,232.5,3,0,nonexistent,yes,Ermesinde
24.0,admin.,married,basic.9y,no,yes,no,telephone,may,mon,764.0,2,0,nonexistent,yes,Portalegre
45.0,services,divorced,unknown,no,yes,no,telephone,may,tue,232.5,5,0,nonexistent,yes,Fátima
42.0,services,unknown,professional.course,no,yes,no,telephone,may,tue,1205.0,1,0,nonexistent,yes,Ponta Delgada
29.0,technician,single,university.degree,no,yes,no,telephone,may,tue,232.5,1,0,nonexistent,yes,Covilhã
34.0,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,740.0,1,0,nonexistent,yes,Lagoa
47.0,admin.,married,high.school,no,no,no,telephone,may,tue,731.0,3,0,nonexistent,yes,Agualva-Cacém
31.0,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,935.0,1,0,nonexistent,yes,Funchal
39.0,management,single,university.degree,no,yes,no,telephone,may,tue,751.0,1,0,nonexistent,yes,Peso da Régua
52.0,management,married,professional.course,no,yes,no,telephone,may,tue,232.5,1,0,nonexistent,yes,Barcelos
30.0,self-employed,married,unknown,no,no,no,telephone,may,tue,3094.0,2,0,nonexistent,yes,Portimão
45.0,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,858.0,6,0,nonexistent,yes,Pinhel
52.0,unknown,divorced,university.degree,no,yes,no,telephone,may,wed,938.0,2,0,nonexistent,yes,unknown
34.0,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,576.0,3,0,nonexistent,yes,Rio Tinto
57.0,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,232.5,2,0,nonexistent,yes,Funchal
34.0,blue-collar,unknown,basic.9y,no,yes,yes,telephone,may,wed,1479.0,4,0,nonexistent,yes,Vendas Novas
40.0,admin.,unknown,university.degree,no,yes,no,telephone,may,wed,615.0,2,0,nonexistent,yes,Peso da Régua
50.0,services,married,basic.4y,unknown,yes,no,telephone,may,wed,232.5,1,0,nonexistent,yes,Paredes
33.0,unknown,married,basic.6y,no,no,no,telephone,may,wed,1183.0,1,0,nonexistent,yes,unknown
25.0,unemployed,single,high.school,unknown,no,no,telephone,may,wed,694.0,2,0,nonexistent,yes,Caniço
30.0,technician,married,professional.course,no,no,no,telephone,may,wed,796.0,1,0,nonexistent,yes,Oliveira de Azeméis
33.0,admin.,married,unknown,no,no,no,telephone,may,wed,232.5,2,0,nonexistent,yes,Funchal
41.0,management,married,basic.6y,no,yes,no,telephone,may,wed,648.0,1,0,nonexistent,yes,Agualva-Cacém
53.0,unknown,married,professional.course,unknown,no,no,telephone,may,wed,864.0,2,0,nonexistent,yes,unknown
54.0,retired,married,basic.4y,unknown,no,no,telephone,may,wed,1730.0,1,0,nonexistent,yes,Águeda
30.0,management,single,university.degree,no,no,yes,telephone,may,wed,691.0,5,0,nonexistent,yes,Vila Nova de Foz Côa
59.0,retired,married,professional.course,no,no,no,telephone,may,wed,232.5,9,0,nonexistent,yes,Maia
39.0,admin.,married,university.degree,no,yes,no,telephone,may,thu,232.5,1,0,nonexistent,yes,Portimão
40.0,technician,married,basic.9y,unknown,yes,no,telephone,may,thu,539.0,1,0,nonexistent,yes,Águeda
28.0,entrepreneur,married,unknown,unknown,yes,no,telephone,may,thu,733.0,1,0,nonexistent,yes,Almada
38.0,technician,divorced,unknown,no,yes,no,telephone,may,thu,1093.0,1,0,nonexistent,yes,Gouveia
34.0,services,married,high.school,no,no,no,telephone,may,thu,791.0,2,0,nonexistent,yes,Beja
30.0,unemployed,married,professional.course,unknown,no,no,telephone,may,thu,746.0,1,0,nonexistent,yes,Almeirim
31.0,admin.,divorced,high.school,no,no,no,telephone,may,thu,1207.0,1,0,nonexistent,yes,Almada
31.0,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,535.0,2,0,nonexistent,yes,Torres Vedras
40.0,admin.,single,high.school,no,yes,no,telephone,may,thu,1047.0,2,0,nonexistent,yes,Queluz
37.0,admin.,married,university.degree,no,yes,no,telephone,may,thu,1059.0,2,0,nonexistent,yes,Leiria
36.0,admin.,single,university.degree,no,no,no,telephone,may,thu,232.5,3,0,nonexistent,yes,Covilhã
37.0,admin.,single,university.degree,no,yes,no,telephone,may,thu,900.0,2,0,nonexistent,yes,Agualva-Cacém
42.0,admin.,single,university.degree,unknown,yes,no,telephone,may,thu,232.5,2,0,nonexistent,yes,Pinhel
30.0,technician,single,university.degree,unknown,yes,no,telephone,may,thu,1109.0,3,0,nonexistent,yes,Lamego
58.0,retired,married,unknown,unknown,yes,no,telephone,may,thu,828.0,3,0,nonexistent,yes,Ribeira Grande
34.0,housemaid,divorced,high.school,no,no,no,telephone,may,fri,553.0,3,0,nonexistent,yes,Lourosa
40.0,services,married,high.school,no,no,yes,telephone,may,fri,762.0,3,0,nonexistent,yes,Pinhel
48.0,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,290.0,5,0,nonexistent,yes,Anadia
30.0,admin.,unknown,university.degree,no,no,no,telephone,may,fri,232.5,1,0,nonexistent,yes,Serpa
43.0,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,may,fri,618.0,2,0,nonexistent,yes,Valpaços
25.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,763.0,1,0,nonexistent,yes,Agualva-Cacém
27.0,admin.,single,high.school,unknown,no,no,telephone,may,fri,232.5,1,0,nonexistent,yes,Torres Vedras
47.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,fri,232.5,2,0,nonexistent,yes,Serpa
52.0,services,married,high.school,unknown,unknown,unknown,telephone,may,fri,854.0,2,0,nonexistent,yes,Mêda
50.0,technician,married,professional.course,no,yes,no,telephone,may,fri,232.5,2,0,nonexistent,yes,Santana
31.0,services,married,high.school,no,no,no,telephone,may,fri,232.5,1,0,nonexistent,yes,Esmoriz
41.0,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,691.0,10,0,nonexistent,yes,Agualva-Cacém
56.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,1097.0,15,0,nonexistent,yes,Marinha Grande
43.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,232.5,2,0,nonexistent,yes,Agualva-Cacém
37.0,blue-collar,married,high.school,no,no,no,telephone,may,fri,232.5,2,0,nonexistent,yes,Covilhã
29.0,technician,married,unknown,no,no,no,telephone,may,fri,886.0,3,0,nonexistent,yes,Rio Tinto
49.0,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,232.5,2,0,nonexistent,yes,Fafe
48.0,technician,single,unknown,no,yes,no,telephone,may,fri,232.5,3,0,nonexistent,yes,Rebordosa
42.0,services,married,high.school,no,no,no,telephone,may,fri,984.0,2,0,nonexistent,yes,Vila Baleira (a.k.a. Porto Santo)
32.0,admin.,single,high.school,no,yes,no,telephone,may,fri,232.5,4,0,nonexistent,yes,Fátima
43.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,232.5,12,0,nonexistent,yes,Ponte de Sor
40.0,admin.,divorced,professional.course,no,yes,no,telephone,may,fri,539.0,12,0,nonexistent,yes,Agualva-Cacém
30.0,unemployed,married,unknown,no,yes,no,telephone,may,fri,3631.0,2,0,nonexistent,yes,Porto
31.0,services,single,basic.9y,no,no,no,telephone,may,fri,1044.0,5,0,nonexistent,yes,Covilhã
46.0,admin.,married,university.degree,no,yes,no,telephone,jun,mon,502.0,5,0,nonexistent,yes,Ílhavo
38.0,unemployed,married,unknown,no,no,no,telephone,jun,mon,947.0,4,0,nonexistent,yes,Moura
60.0,management,married,university.degree,no,no,no,telephone,jun,mon,526.0,2,0,nonexistent,yes,Barcelos
30.0,services,divorced,basic.9y,no,no,no,telephone,jun,mon,394.0,1,0,nonexistent,yes,Portimão
28.0,services,married,high.school,no,no,no,telephone,jun,mon,232.5,2,0,nonexistent,yes,Ílhavo
42.0,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,1036.0,1,0,nonexistent,yes,Queluz
39.0,services,single,high.school,unknown,yes,yes,telephone,jun,mon,563.0,1,0,nonexistent,yes,Funchal
30.0,admin.,married,unknown,no,yes,no,telephone,jun,mon,1068.0,1,0,nonexistent,yes,Praia da Vitória
26.0,blue-collar,married,unknown,no,no,no,telephone,jun,mon,232.5,3,0,nonexistent,yes,Marinha Grande
33.0,services,single,university.degree,unknown,no,no,telephone,jun,mon,747.0,2,0,nonexistent,yes,Gafanha da Nazaré
55.0,technician,unknown,professional.course,no,yes,no,telephone,jun,mon,555.0,5,0,nonexistent,yes,Tarouca
52.0,blue-collar,married,high.school,unknown,no,no,telephone,jun,mon,777.0,4,0,nonexistent,yes,Águeda
35.0,student,single,university.degree,unknown,yes,yes,telephone,jun,mon,444.0,2,0,nonexistent,yes,Funchal
59.0,retired,divorced,university.degree,no,no,no,telephone,jun,mon,605.0,6,0,nonexistent,yes,Almada
39.0,technician,single,professional.course,unknown,no,no,telephone,jun,mon,432.0,4,0,nonexistent,yes,Águeda
26.0,technician,single,unknown,no,no,no,telephone,jun,tue,232.5,3,0,nonexistent,yes,Mirandela
34.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,963.0,2,0,nonexistent,yes,Oliveira de Azeméis
32.0,blue-collar,single,high.school,no,no,no,telephone,jun,tue,232.5,3,0,nonexistent,yes,Gouveia
56.0,management,married,basic.9y,no,yes,no,telephone,jun,tue,941.0,3,0,nonexistent,yes,Oliveira do Hospital
48.0,unknown,married,university.degree,no,yes,yes,telephone,jun,tue,232.5,7,0,nonexistent,yes,unknown
38.0,admin.,single,university.degree,unknown,yes,no,telephone,jun,tue,992.0,1,0,nonexistent,yes,Portimão
41.0,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,732.0,2,0,nonexistent,yes,Gouveia
38.0,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,1045.0,3,0,nonexistent,yes,Fátima
24.0,admin.,single,high.school,no,no,no,telephone,jun,tue,768.0,1,0,nonexistent,yes,Lixa
31.0,unemployed,unknown,basic.4y,no,yes,no,telephone,jun,tue,801.0,1,0,nonexistent,yes,Guimarães
30.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,tue,482.0,2,0,nonexistent,yes,Vila Nova de Santo André
40.0,blue-collar,married,basic.9y,no,no,yes,telephone,jun,tue,2456.0,2,0,nonexistent,yes,Serpa
40.0,blue-collar,divorced,basic.9y,unknown,no,yes,telephone,jun,tue,1259.0,6,0,nonexistent,yes,Caldas da Rainha
37.0,admin.,divorced,basic.9y,no,no,no,telephone,jun,tue,232.5,7,0,nonexistent,yes,Valpaços
45.0,technician,married,university.degree,unknown,no,yes,telephone,jun,tue,1336.0,4,0,nonexistent,yes,Peso da Régua
52.0,retired,married,basic.4y,no,no,no,telephone,jun,wed,633.0,1,0,nonexistent,yes,Vila Real de Santo António
30.0,student,single,high.school,no,no,no,telephone,jun,wed,1242.0,1,0,nonexistent,yes,Covilhã
26.0,unknown,single,high.school,unknown,yes,yes,telephone,jun,wed,524.0,15,0,nonexistent,yes,Chaves
39.0,unknown,married,high.school,no,yes,no,telephone,jun,wed,1141.0,4,0,nonexistent,yes,unknown
38.0,admin.,single,university.degree,no,no,yes,telephone,jun,wed,578.0,1,0,nonexistent,yes,Lagoa
35.0,admin.,single,unknown,no,no,no,telephone,jun,wed,984.0,2,0,nonexistent,yes,Covilhã
34.0,admin.,married,high.school,no,no,no,telephone,jun,wed,638.0,1,0,nonexistent,yes,Ponta Delgada
31.0,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,767.0,2,0,nonexistent,yes,Tondela
38.0,blue-collar,single,high.school,unknown,yes,no,telephone,jun,wed,936.0,1,0,nonexistent,yes,Abrantes
32.0,admin.,married,university.degree,no,no,no,telephone,jun,wed,525.0,2,0,nonexistent,yes,Leiria
33.0,unemployed,married,basic.9y,no,no,no,telephone,jun,wed,563.0,1,0,nonexistent,yes,Anadia
40.0,housemaid,divorced,high.school,no,no,no,telephone,jun,wed,1449.0,6,0,nonexistent,yes,Funchal
36.0,blue-collar,married,basic.9y,no,no,yes,telephone,jun,wed,232.5,1,0,nonexistent,yes,Covilhã
25.0,unknown,single,university.degree,no,no,no,telephone,jun,wed,232.5,2,0,nonexistent,yes,Sines
42.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,thu,812.0,1,0,nonexistent,yes,Tondela
52.0,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,thu,910.0,2,0,nonexistent,yes,Espinho
46.0,blue-collar,married,professional.course,no,no,no,telephone,jun,thu,1446.0,1,0,nonexistent,yes,Viana do Castelo
49.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,232.5,2,0,nonexistent,yes,Vila Nova de Famalicão
28.0,technician,single,professional.course,no,no,no,telephone,jun,thu,508.0,2,0,nonexistent,yes,Loures
30.0,blue-collar,unknown,basic.4y,no,no,no,telephone,jun,thu,590.0,3,0,nonexistent,yes,Barcelos
41.0,management,married,unknown,unknown,no,yes,telephone,jun,thu,232.5,1,0,nonexistent,yes,Santa Comba Dão
30.0,unknown,married,unknown,unknown,no,no,telephone,jun,thu,701.0,1,0,nonexistent,yes,Santiago do Cacém
34.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,761.0,2,0,nonexistent,yes,Valongo
39.0,entrepreneur,single,basic.6y,no,no,no,telephone,jun,thu,1053.0,2,0,nonexistent,yes,Vila Baleira (a.k.a. Porto Santo)
31.0,technician,married,university.degree,no,no,no,telephone,jun,thu,983.0,2,0,nonexistent,yes,Agualva-Cacém
31.0,technician,single,university.degree,unknown,yes,no,telephone,jun,thu,817.0,2,0,nonexistent,yes,Esposende
29.0,unknown,single,high.school,no,yes,no,telephone,jun,thu,1018.0,3,0,nonexistent,yes,unknown
34.0,blue-collar,divorced,professional.course,no,no,no,telephone,jun,thu,232.5,4,0,nonexistent,yes,Agualva-Cacém
30.0,services,married,high.school,no,yes,no,telephone,jun,fri,554.0,1,0,nonexistent,yes,Albufeira
56.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,1276.0,2,0,nonexistent,yes,Agualva-Cacém
52.0,self-employed,married,basic.4y,unknown,no,yes,telephone,jun,fri,232.5,2,0,nonexistent,yes,Gafanha da Nazaré
33.0,blue-collar,married,professional.course,no,yes,no,telephone,jun,fri,862.0,11,0,nonexistent,yes,Póvoa de Santa Iria
38.0,admin.,married,university.degree,no,no,no,telephone,jun,fri,460.0,4,0,nonexistent,yes,Sines
35.0,management,single,unknown,no,no,no,telephone,jun,fri,232.5,2,0,nonexistent,yes,Santana
32.0,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,642.0,2,0,nonexistent,yes,Portalegre
40.0,blue-collar,married,professional.course,unknown,no,no,telephone,jun,fri,554.0,2,0,nonexistent,yes,Setúbal
48.0,self-employed,married,university.degree,no,no,no,telephone,jun,fri,467.0,3,0,nonexistent,yes,Gouveia
47.0,admin.,divorced,university.degree,no,yes,no,telephone,jun,fri,2653.0,3,0,nonexistent,yes,Esmoriz
41.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,1085.0,1,0,nonexistent,yes,Rio Tinto
55.0,admin.,married,basic.4y,unknown,no,no,telephone,jun,fri,1469.0,9,0,nonexistent,yes,Gouveia
40.0,services,divorced,high.school,no,yes,no,telephone,jun,fri,232.5,3,0,nonexistent,yes,Santa Cruz
29.0,admin.,single,university.degree,no,no,no,telephone,jun,mon,1055.0,10,0,nonexistent,yes,Guimarães
30.0,blue-collar,single,basic.4y,unknown,no,no,telephone,jun,mon,882.0,1,0,nonexistent,yes,Valpaços
26.0,student,single,high.school,no,no,no,telephone,jun,mon,232.5,1,0,nonexistent,yes,Oliveira do Bairro
24.0,services,single,high.school,no,no,no,telephone,jun,mon,700.0,1,0,nonexistent,yes,Esmoriz
34.0,admin.,married,high.school,no,yes,no,telephone,jun,mon,232.5,6,0,nonexistent,yes,Torres Novas
36.0,technician,unknown,high.school,no,no,no,telephone,jun,mon,940.0,1,0,nonexistent,yes,Portalegre
38.0,technician,married,professional.course,no,yes,no,telephone,jun,mon,952.0,2,0,nonexistent,yes,Caniço
27.0,entrepreneur,unknown,university.degree,no,yes,no,telephone,jun,mon,486.0,3,0,nonexistent,yes,Oliveira do Bairro
42.0,technician,married,basic.9y,no,yes,no,telephone,jun,mon,442.0,8,0,nonexistent,yes,Espinho
32.0,services,married,high.school,unknown,no,no,telephone,jun,mon,1137.0,3,0,nonexistent,yes,Vila Real de Santo António
36.0,unknown,single,basic.6y,unknown,no,no,telephone,jun,wed,878.0,3,0,nonexistent,yes,Esmoriz
29.0,unknown,married,professional.course,no,yes,no,telephone,jun,wed,583.0,4,0,nonexistent,yes,unknown
34.0,management,married,university.degree,no,no,no,telephone,jun,wed,893.0,8,0,nonexistent,yes,Almada
37.0,admin.,married,university.degree,no,no,no,telephone,jun,wed,232.5,1,0,nonexistent,yes,Pinhel
30.0,self-employed,single,university.degree,no,no,no,telephone,jun,wed,587.0,1,0,nonexistent,yes,Gouveia
53.0,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,706.0,1,0,nonexistent,yes,Oliveira do Bairro
32.0,admin.,single,high.school,no,yes,no,telephone,jun,wed,1199.0,1,0,nonexistent,yes,Tarouca
30.0,entrepreneur,married,university.degree,unknown,no,no,telephone,jun,wed,232.5,1,0,nonexistent,yes,Covilhã
50.0,unknown,married,basic.6y,unknown,no,no,telephone,jun,wed,232.5,1,0,nonexistent,yes,unknown
31.0,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,838.0,2,0,nonexistent,yes,Covilhã
48.0,admin.,divorced,high.school,no,yes,yes,telephone,jun,wed,967.0,2,0,nonexistent,yes,Gondomar
57.0,blue-collar,married,unknown,unknown,no,no,telephone,jun,wed,651.0,2,0,nonexistent,yes,Covilhã
41.0,technician,married,professional.course,unknown,yes,no,telephone,jun,wed,649.0,3,0,nonexistent,yes,Leiria
36.0,blue-collar,married,basic.6y,no,yes,no,telephone,jun,thu,232.5,2,0,nonexistent,yes,Ponta Delgada
55.0,technician,unknown,professional.course,unknown,no,no,telephone,jun,thu,885.0,1,0,nonexistent,yes,Valpaços
54.0,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,thu,2025.0,1,0,nonexistent,yes,Agualva-Cacém
28.0,management,single,university.degree,no,no,no,telephone,jun,thu,651.0,5,0,nonexistent,yes,Gafanha da Nazaré
46.0,technician,married,university.degree,unknown,no,yes,telephone,jun,thu,232.5,6,0,nonexistent,yes,Vendas Novas
35.0,blue-collar,married,high.school,no,no,no,telephone,jun,thu,232.5,2,0,nonexistent,yes,Vila Real
49.0,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,577.0,2,0,nonexistent,yes,Oliveira do Bairro
43.0,entrepreneur,married,high.school,no,no,no,telephone,jun,thu,1141.0,6,0,nonexistent,yes,Anadia
59.0,entrepreneur,divorced,high.school,unknown,yes,no,telephone,jun,thu,1268.0,2,0,nonexistent,yes,Queluz
44.0,admin.,single,university.degree,no,yes,no,telephone,jun,thu,541.0,17,0,nonexistent,yes,Maia
43.0,blue-collar,married,basic.4y,no,unknown,unknown,telephone,jun,thu,1618.0,2,0,nonexistent,yes,Esmoriz
25.0,admin.,single,high.school,no,yes,no,telephone,jun,thu,1243.0,7,0,nonexistent,yes,Pinhel
35.0,entrepreneur,married,university.degree,no,no,no,telephone,jun,mon,513.0,2,0,nonexistent,yes,Rebordosa
41.0,admin.,divorced,unknown,no,no,no,telephone,jun,mon,686.0,11,0,nonexistent,yes,Vila Nova de Gaia
50.0,housemaid,single,unknown,no,no,no,telephone,jun,mon,741.0,4,0,nonexistent,yes,Gondomar
37.0,management,married,university.degree,no,no,no,telephone,jun,mon,1323.0,9,0,nonexistent,yes,Santa Comba Dão
36.0,unknown,married,university.degree,no,no,no,telephone,jun,mon,1093.0,1,0,nonexistent,yes,unknown
43.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,232.5,2,0,nonexistent,yes,Vila Franca de Xira
43.0,self-employed,married,basic.9y,no,no,no,telephone,jun,mon,1089.0,1,0,nonexistent,yes,Espinho
31.0,entrepreneur,single,basic.9y,no,no,no,telephone,jun,mon,1248.0,3,0,nonexistent,yes,Portalegre
39.0,management,married,university.degree,no,no,no,telephone,jun,mon,721.0,3,0,nonexistent,yes,Torres Vedras
30.0,blue-collar,single,high.school,no,yes,no,telephone,jun,mon,750.0,2,0,nonexistent,yes,Oliveira do Bairro
47.0,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,232.5,4,0,nonexistent,yes,Covilhã
38.0,admin.,single,university.degree,unknown,no,no,telephone,jun,tue,556.0,1,0,nonexistent,yes,Vila Baleira (a.k.a. Porto Santo)
30.0,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,232.5,1,0,nonexistent,yes,Gondomar
28.0,entrepreneur,married,basic.9y,no,yes,no,telephone,jun,tue,1848.0,1,0,nonexistent,yes,Vila Baleira (a.k.a. Porto Santo)
37.0,management,married,university.degree,no,no,no,telephone,jun,tue,232.5,4,0,nonexistent,yes,Barreiro
31.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,tue,232.5,3,0,nonexistent,yes,Pinhel
33.0,services,married,high.school,unknown,yes,no,telephone,jun,tue,1345.0,3,0,nonexistent,yes,Torres Novas
52.0,blue-collar,divorced,high.school,no,no,no,telephone,jun,tue,676.0,2,0,nonexistent,yes,Valpaços
30.0,entrepreneur,married,professional.course,no,yes,no,telephone,jun,tue,775.0,3,0,nonexistent,yes,Covilhã
30.0,self-employed,single,university.degree,no,yes,no,telephone,jun,tue,2621.0,3,0,nonexistent,yes,Valpaços
36.0,blue-collar,single,high.school,no,yes,no,telephone,jun,wed,835.0,1,0,nonexistent,yes,Barcelos
31.0,technician,married,professional.course,no,no,no,telephone,jun,wed,371.0,2,0,nonexistent,yes,Fafe
35.0,technician,married,professional.course,no,no,no,telephone,jun,wed,1528.0,2,0,nonexistent,yes,Elvas
43.0,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,1540.0,1,0,nonexistent,yes,Valbom
29.0,management,married,university.degree,no,no,no,telephone,jun,wed,232.5,1,0,nonexistent,yes,Caniço
24.0,blue-collar,single,basic.4y,no,no,no,telephone,jun,wed,537.0,1,0,nonexistent,yes,Tavira
41.0,services,married,high.school,no,unknown,unknown,telephone,jun,wed,707.0,1,0,nonexistent,yes,Portimão
28.0,management,married,university.degree,no,yes,no,telephone,jun,wed,695.0,1,0,nonexistent,yes,Tondela
30.0,technician,single,unknown,no,yes,no,telephone,jun,wed,1255.0,1,0,nonexistent,yes,Câmara de Lobos
59.0,retired,unknown,basic.9y,no,yes,no,telephone,jun,wed,232.5,1,0,nonexistent,yes,Maia
31.0,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,704.0,4,0,nonexistent,yes,Agualva-Cacém
38.0,management,married,unknown,unknown,no,no,telephone,jun,wed,1066.0,9,0,nonexistent,yes,Barreiro
28.0,management,married,university.degree,no,no,no,telephone,jun,wed,771.0,2,0,nonexistent,yes,Vila Baleira (a.k.a. Porto Santo)
28.0,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,1060.0,5,0,nonexistent,yes,Peso da Régua
60.0,admin.,married,university.degree,no,no,no,telephone,jun,wed,1574.0,3,0,nonexistent,yes,Esmoriz
35.0,student,single,university.degree,unknown,no,no,telephone,jun,thu,232.5,1,0,nonexistent,yes,Oliveira do Bairro
47.0,admin.,divorced,high.school,no,yes,no,telephone,jun,thu,1224.0,1,0,nonexistent,yes,Vila Real
41.0,unknown,married,basic.9y,unknown,yes,no,telephone,jun,thu,512.0,1,0,nonexistent,yes,unknown
29.0,blue-collar,single,high.school,no,yes,no,telephone,jun,thu,1318.0,3,0,nonexistent,yes,Esmoriz
38.0,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,thu,232.5,2,0,nonexistent,yes,Esmoriz
38.0,admin.,married,high.school,no,yes,yes,telephone,jun,thu,2028.0,1,0,nonexistent,yes,Barcelos
31.0,admin.,married,high.school,no,no,no,telephone,jun,thu,952.0,4,0,nonexistent,yes,Trancoso
55.0,unknown,married,basic.4y,unknown,yes,no,telephone,jun,thu,1136.0,1,0,nonexistent,yes,unknown
30.0,unknown,unknown,basic.4y,no,no,no,telephone,jun,thu,232.5,2,0,nonexistent,yes,unknown
47.0,unknown,single,basic.9y,no,unknown,unknown,telephone,jun,thu,835.0,3,0,nonexistent,yes,unknown
37.0,technician,unknown,professional.course,no,yes,no,telephone,jun,thu,683.0,2,0,nonexistent,yes,Vila Nova de Santo André
55.0,retired,married,university.degree,unknown,yes,no,telephone,jun,thu,232.5,1,0,nonexistent,yes,Ílhavo
45.0,admin.,married,unknown,unknown,no,no,telephone,jun,fri,973.0,2,0,nonexistent,yes,Barcelos
46.0,admin.,married,basic.9y,unknown,yes,no,telephone,jun,fri,856.0,3,0,nonexistent,yes,Almeirim
45.0,blue-collar,married,basic.9y,unknown,no,yes,telephone,jun,fri,1210.0,1,0,nonexistent,yes,Ribeira Grande
40.0,self-employed,married,professional.course,no,yes,yes,telephone,jun,fri,232.5,2,0,nonexistent,yes,Águeda
49.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,838.0,1,0,nonexistent,yes,Vila Baleira (a.k.a. Porto Santo)
42.0,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,fri,1098.0,2,0,nonexistent,yes,Vila Baleira (a.k.a. Porto Santo)
29.0,technician,single,university.degree,no,yes,yes,telephone,jun,fri,1149.0,2,0,nonexistent,yes,Vila Nova de Santo André
31.0,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,1573.0,5,0,nonexistent,yes,Valongo
50.0,technician,married,professional.course,unknown,yes,yes,telephone,jun,fri,705.0,7,0,nonexistent,yes,Almada
37.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,1663.0,1,0,nonexistent,yes,Tondela
36.0,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,560.0,3,0,nonexistent,yes,Portimão
29.0,technician,married,professional.course,no,yes,no,telephone,jun,fri,1617.0,1,0,nonexistent,yes,Santana
58.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,570.0,2,0,nonexistent,yes,Entroncamento
43.0,admin.,married,unknown,no,no,no,telephone,jun,fri,1422.0,10,0,nonexistent,yes,Seixal
30.0,admin.,married,university.degree,no,no,no,telephone,jun,fri,1023.0,3,0,nonexistent,yes,Esposende
55.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,232.5,2,0,nonexistent,yes,Mealhada
31.0,technician,married,professional.course,no,no,yes,telephone,jun,fri,232.5,6,0,nonexistent,yes,Mêda
38.0,blue-collar,unknown,basic.9y,no,no,no,telephone,jun,fri,232.5,3,0,nonexistent,yes,Tavira
35.0,admin.,married,basic.9y,no,no,yes,telephone,jun,fri,556.0,4,0,nonexistent,yes,Águeda
42.0,entrepreneur,married,professional.course,no,yes,no,telephone,jun,fri,232.5,5,0,nonexistent,yes,Ponta Delgada
56.0,retired,married,unknown,unknown,yes,no,telephone,jun,fri,1094.0,3,0,nonexistent,yes,Maia
45.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,924.0,3,0,nonexistent,yes,Freamunde
56.0,technician,married,unknown,no,no,yes,telephone,jun,fri,232.5,4,0,nonexistent,yes,Lagoa
30.0,admin.,single,university.degree,no,no,no,telephone,jun,mon,498.0,2,0,nonexistent,yes,Funchal
